"play_type","play_info","of_id","cut_id","game_id","play_id","throwfull_distance","throwfull_speed","throwfull_angle","throwfull_miss","throwfull_accuracy","throwfull_efficiency","throw1_distance","throw1_speed","throw1_angle","throw1_miss","throw1_accuracy","throw1_efficiency","throw2_distance","throw2_speed","throw2_angle","throw2_miss","throw2_accuracy","throw2_efficiency"
"full","9-4",1802,NA,"1902_13_TeamMD_TeamA2",195,138.680659163201,81.5768583312949,1.70764171091449,10.141270635379,0.943078609636184,61.2943170605369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-5",1684,NA,"1902_13_TeamMD_TeamA2",290,208.404238963726,104.202119481863,0.355162941318682,5.74972121205889,0.988161235289377,92.7026770577454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",4205,NA,"1902_13_TeamMD_TeamA2",309,180.866875020552,88.2277439124644,1.5718068253712,9.73603383749769,0.947606439154293,68.755676237469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",2808,NA,"1902_14_TeamMD_TeamA2",7,174.112177745326,77.3831901090338,0.799067730927417,2.93868865909712,0.973364408969086,71.5058127908395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-2",1802,NA,"1902_14_TeamMD_TeamA2",52,227.611033175547,105.865596825836,0.0551314908330175,3.96306255252992,0.998162283638899,97.939471720776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",1751,NA,"1902_14_TeamMD_TeamA2",116,166.031509861622,89.7467620873634,0.875679378355754,5.22698999042469,0.970810687388141,79.292782106514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1802,NA,"1902_14_TeamMD_TeamA2",119,101.056313353546,74.8565284100338,5.31000456288678,10.2946695140981,0.822999847903774,54.2671893818377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",2808,NA,"1902_14_TeamMD_TeamA2",188,208.592791159906,80.2279965999637,0.519663817239719,8.19616433278396,0.982677872758676,63.8356679343958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",NA,NA,"1902_14_TeamMD_TeamA2",195,215.270732346527,71.7569107821756,0.36227217165954,5.50409549063241,0.987924260944682,60.7487198009108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",1751,NA,"1902_14_TeamMD_TeamA2",207,162.336296758612,63.6612928465143,0.704145077629633,13.7840225935682,0.976528497412346,36.0932476593778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",6743,NA,"1902_14_TeamMD_TeamA2",254,207.16391990547,94.16541813885,2.39193052500397,9.29224150242255,0.920268982499868,75.5809351340049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2808,NA,"1902_16_TeamMD_TeamA2",30,226.861435407541,85.6080888330344,2.01827595328599,8.26653759807606,0.932724134890467,69.0750136368823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",1643,NA,"1902_16_TeamMD_TeamA2",33,202.270912128388,89.8981831681724,1.81186274491746,8.2501517325722,0.939604575169418,73.397879703028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",1643,NA,"1902_16_TeamMD_TeamA2",93,199.616411245569,78.2809455864975,2.46442901390901,9.13413302502214,0.917852366203033,60.0126795364533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",2808,NA,"1902_16_TeamMD_TeamA2",180,171.131049300383,64.5777544529746,0.920969627645862,3.43065648195153,0.969301012411805,57.7164414890715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cut","8-6-5",7511,6549,"1902_17_TeamMB_TeamA1",233,285.91836517737,70.5971272042889,1.82518822182481,4.51846513463366,0.96958019630292,61.5601969350216,164.251361349153,86.4480849206068,0.10193693004078,2.58966796151553,0.996602102331974,81.9296197859731,124.155686230837,77.597303894273,1.82518822182481,4.51846513463366,0.93916039260584,68.5603736250057
"full","9-5",1059,NA,"1902_18_TeamMB_TeamA1",6,257.41636623962,99.006294707546,0.0157328181424425,1.35074735852749,0.999475572728585,96.304799990491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-5",7511,NA,"1902_18_TeamMB_TeamA1",36,185.770937952227,106.154821686987,1.57607353926621,5.13560829807034,0.947464215357793,95.8836050908459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-2",1600,NA,"1902_18_TeamMB_TeamA1",126,219.961120703387,93.6004768950583,1.01055261601835,7.50118545254015,0.966314912799388,78.598105989978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1600,NA,"1902_18_TeamMB_TeamA1",252,133.026103225044,88.6840688166959,2.76664829354028,8.79716067422893,0.907778390215324,71.089747468238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",5238,NA,"1902_19_TeamME_TeamA2",87,183.429129406782,62.1793659006041,0.106681004878925,5.95145314860161,0.996443966504036,50.2764596034009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-5",4679,NA,"1902_19_TeamME_TeamA2",260,185.622973271791,64.0079218178589,0.168514264023683,4.45527612226223,0.994382857865877,55.0973695733345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",8113,NA,"1902_20_TeamME_TeamA2",20,167.005934236871,95.431962421069,1.14090168925377,6.53038409253238,0.961969943691541,82.3711942360042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",5238,NA,"1902_20_TeamME_TeamA2",29,162.70735069237,95.7102062896296,1.67985831659425,6.53417491320825,0.944004722780191,82.6418564632131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",1802,NA,"1902_20_TeamME_TeamA2",65,97.1110572837615,62.6522950217816,2.13400694311438,6.39687327399667,0.928866435229521,49.8585484737882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",1802,NA,"1902_20_TeamME_TeamA2",75,224.422519228575,97.5750083602499,2.31172366959958,10.9225470655383,0.922942544346681,75.7299142291732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-6",2808,NA,"1902_20_TeamME_TeamA2",80,165.591704058899,71.9963930690865,1.17938777326108,7.20333582752331,0.960687074224631,57.5897214140399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",9031,NA,"1902_20_TeamME_TeamA2",107,235.870503494205,84.2394655336448,0.769643700466238,4.95158765851924,0.974345209984459,74.3362902166063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",9031,NA,"1902_20_TeamME_TeamA2",151,197.568623947276,94.0802971177503,0.258751361491102,5.21734891396004,0.991374954616963,83.6455992898302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-6",5238,NA,"1902_20_TeamME_TeamA2",163,168.683075874552,64.8781061055971,3.78556045745522,11.8681653878179,0.873814651418159,41.1417753299612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",9031,NA,"1902_20_TeamME_TeamA2",212,198.972236319467,97.059627472911,1.53034357100623,6.22000379690663,0.948988547633126,84.6196198790977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",NA,NA,"1902_20_TeamME_TeamA2",278,107.664804598021,69.4611642567876,0.611298110865544,11.0944917699595,0.979623396304482,47.2721807168685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-5",NA,NA,"1902_20_TeamME_TeamA2",290,233.974420132138,62.3931787019033,0.400245085400577,1.85240830910359,0.986658497153314,58.6883620836962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","9-6",5238,NA,"1902_21_TeamME_TeamA2",23,185.837559840012,72.8774744470635,2.51427717145078,9.28820715680373,0.916190760951641,54.301060133456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",NA,NA,"1902_21_TeamME_TeamA2",81,101.892909239309,67.9286061595391,0.449274613933956,7.19774687315412,0.985024179535535,53.5331124132309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","7-4",1802,NA,"1902_21_TeamME_TeamA2",176,216.365974101475,94.0721626528151,1.14263677273053,5.17447753357999,0.961912107575649,83.7232075856551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"full","8-4",1751,NA,"1902_21_TeamME_TeamA2",182,162.993162708256,63.918887336571,1.17592437111088,5.14353085109684,0.96080252096297,53.6318256343773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
